identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;departement;localite;pays;wgs84;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;bornes_de_rechargement_moneo;affranchissement_libre_service;distributeur_pret_a_poster;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_presence_d_une_bande_de_guidage_au_sol
14647A;BAGNEAUX SUR LOING BP;Bureau de poste;54 RUE SAINT LAURENT;;;77167;77;BAGNEAUX SUR LOING;FRANCE;48.230338, 2.707003;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14651A;BELLOT AP;Agence postale;RUE DE LA POSTE;;;77510;77;BELLOT;FRANCE;48.856498, 3.31694;Géocodé au centre de la commune;164048150;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14652A;BETON BAZOCHES BP;Bureau de poste;3 PLACE DE L EGLISE ST DENIS;;;77320;77;BETON BAZOCHES;FRANCE;48.702, 3.244469;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14653A;COLLEGIEN BP;Bureau de poste;22 B RUE DE MELUN;;;77090;77;COLLEGIEN;FRANCE;48.837388, 2.670968;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
14657A;BOURRON MARLOTTE BP;Bureau de poste;191 RUE DU GENERAL LECLERC;;;77780;77;BOURRON MARLOTTE;FRANCE;48.34071, 2.716954;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14954A;GARANCIERES BP;Bureau de poste;RUE SAINT MAURICE;;;78890;78;GARANCIERES;FRANCE;48.820772, 1.753869;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17393A;ORLY AEROGARE SUD BP;Bureau de poste;ORLY SUD;BATIMENT 400;;91550;91;PARAY VIEILLE POSTE;FRANCE;48.734299, 2.379002;Géocodé au milieu d un îlot;3631;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17394A;SAINT MAURICE MONTGOLFIER BP;Bureau de poste;3 RUE FRAGONARD;;;94410;94;ST MAURICE;FRANCE;48.815397, 2.458097;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17396A;VILLENEUVE LE ROI LES VOEUX BP;Bureau de poste;22 AVENUE LE FOLL;;;94290;94;VILLENEUVE LE ROI;FRANCE;48.728, 2.436426;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17405A;VILLEJUIF LEO LAGRANGE BP;Bureau de poste;56 AVENUE DE PARIS;;;94800;94;VILLEJUIF;FRANCE;48.802891, 2.364077;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17409A;ARGENTEUIL JOLIOT CURIE BP;Bureau de poste;CENTRE COMMERCIAL JOLIOT CURIE;LOTS 30 31;;95100;95;ARGENTEUIL;FRANCE;48.957393, 2.286017;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17410A;FRANCONVILLE GENERAL LECLERC BP;Bureau de poste;362 RUE DU GENERAL LECLERC;;;95130;95;FRANCONVILLE LA GARENNE;FRANCE;48.989999, 2.206019;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non
17411A;ANDILLY BP;Bureau de poste;1 PLACE LOUIS JEAN FINOT;;;95580;95;ANDILLY;FRANCE;49.005297, 2.299615;Géocodé au milieu d un îlot;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17414A;ARNOUVILLE LES GONESSE;Bureau de poste;89 RUE JEAN JAURES;;;95400;95;ARNOUVILLE LES GONESSE;FRANCE;48.990109, 2.418269;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Oui
17415A;BEZONS GRAND CERF BP;Bureau de poste;154 RUE EDOUARD VAILLANT;RESIDENCE ARTHUR RIMBAUD;;95870;95;BEZONS;FRANCE;48.923993, 2.207959;Géocodé au numéro;3631;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
17417A;ARRONVILLE AP;Agence postale;RUE DES GRANGES;;;95810;95;ARRONVILLE;FRANCE;49.183398, 2.114488;Géocodé au milieu de la rue;134665200;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17419A;ARGENTEUIL CAREME PRENANT BP;Bureau de poste;23 RUE PAUL VAILLANT COUTURIER;;;95100;95;ARGENTEUIL;FRANCE;48.946097, 2.253938;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17422A;BEAUCHAMP;Bureau de poste;130 CHAUSSEE JULES CESAR;;;95250;95;BEAUCHAMP;FRANCE;49.0094, 2.197637;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17423A;BEAUMONT SUR OISE;Bureau de poste;14 RUE DE PARIS;;;95260;95;BEAUMONT SUR OISE;FRANCE;49.141965, 2.284533;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
17432A;BOUFFEMONT BP;Bureau de poste;13 RUE FERDINAND DE LESSEPS;;;95570;95;BOUFFEMONT;FRANCE;49.045091, 2.319958;Géocodé au numéro;3631;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
17436A;SARCELLES SABLONS BP;Bureau de poste;RUE DE PONTOISE;CENTRE COMMERCIAL LES SABLONS;;95200;95;SARCELLES;FRANCE;48.971992, 2.376997;Géocodé au milieu d un îlot;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
17438A;BUTRY SUR OISE AP;Agence postale;55 RUE DE LA DIVISION LECLERC;;;95430;95;BUTRY SUR OISE;FRANCE;49.085898, 2.197909;Géocodé au numéro;134088058;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17443A;CORMEILLES EN VEXIN AP;Agence postale;7 PLACE DE L EGLISE;;;95830;95;CORMEILLES EN VEXIN;FRANCE;49.115595, 2.018755;Géocodé au numéro;134666129;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17444A;DEUIL LA BARRE;Bureau de poste;40 RUE DE LA BARRE;;;95170;95;DEUIL LA BARRE;FRANCE;48.973498, 2.323568;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17451A;ERMONT;Bureau de poste;1 RUE SAINT FLAIVE;;;95120;95;ERMONT;FRANCE;48.9909, 2.260898;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17452A;EZANVILLE;Bureau de poste;1 RUE JACQUES GALLICHER;;;95460;95;EZANVILLE;FRANCE;49.031557, 2.362789;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non
17457A;LA FRETTE SUR SEINE BP;Bureau de poste;1 RUE MARCELLIN BERTHELOT;;;95530;95;LA FRETTE SUR SEINE;FRANCE;48.979195, 2.181499;Géocodé au numéro;3631;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17540A;FRANCONVILLE EPINE GUYON BP;Bureau de poste;CTRE COMMERCIAL EPINE GUYON;;;95130;95;FRANCONVILLE LA GARENNE;FRANCE;48.995396, 2.220318;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
17541A;ARGENTEUIL COTEAUX;Bureau de poste;22 RUE DE VEDRINES;;;95100;95;ARGENTEUIL;FRANCE;48.958991, 2.239697;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17543A;ARNOUVILLE GARE BP;Bureau de poste;3 B RUE JEAN LAUGERE;;;95400;95;ARNOUVILLE LES GONESSE;FRANCE;48.994699, 2.416345;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
17548A;ROISSY AEROGARE 1 BP;Bureau de poste;AEROGARE 1 NIVEAU SERVICE;ROISSY GA 1;;77990;77;MAUREGARD;FRANCE;48.991697, 2.503629;Géocodé au centre de la commune;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17549A;GARGES LES GONESSE VILLAGE BP;Bureau de poste;PLACE HENRI BARBUSSE;;;95140;95;GARGES LES GONESSE;FRANCE;48.9674, 2.413205;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Oui;Non;Non;Non
17550A;SAINT GRATIEN LES RAGUENETS BP;Bureau de poste;2 ALLEE DES RAGUENETS;SQUARE GEORGETTE AGUTTE;;95210;95;ST GRATIEN;FRANCE;48.961428, 2.28458;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non
17557A;JOUY LE MOUTIER BP;Bureau de poste;ALLEE DU PARC;CENTRE COMMERCIAL LES EGUERETS;;95280;95;JOUY LE MOUTIER;FRANCE;49.011693, 2.044258;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
17559A;CERGY AXE MAJEUR HORLOGE;Bureau de poste;21 AVENUE DES BEGUINES;;;95800;95;CERGY;FRANCE;49.050694, 2.033811;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
50155A;PARIS NEY BP;Bureau de poste;113 BOULEVARD NEY;;;75018;75;PARIS;FRANCE;48.897596, 2.334915;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Oui
54260A;CERGY LINANDES BP;Bureau de poste;2 B PLACE DES LINANDES;;;95000;95;CERGY;FRANCE;49.0443, 2.06928;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
54261A;ROCQUENCOURT AP;Agence postale;1 ALLEE MURAT;;;78150;78;ROCQUENCOURT;FRANCE;48.835696, 2.118008;Géocodé au numéro;139540751;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
57556A;PARIS BRUNE;Bureau de poste;105 BOULEVARD BRUNE;;;75014;75;PARIS;FRANCE;48.825497, 2.315657;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
57902A;LE PERREUX SUR MARNE AP;Relais poste commerçant;37 AVENUE DE BRY;;;94170;94;LE PERREUX SUR MARNE;FRANCE;48.835393, 2.497408;Géocodé au numéro;143240542;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
64587A;ELANCOURT GANDOUGET AP;Relais poste commerçant;;CENTRE COMMERCIAL GANDOUGET;;78990;78;ELANCOURT;FRANCE;48.775493, 1.94535;Géocodé au numéro;130629918;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
66632A;ISSY FORUM SEINE BP;Bureau de poste;62 RUE CAMILLE DESMOULINS;ZAC FORUM DE SEINE IMMEUBLE APHELION;;92130;92;ISSY LES MOULINEAUX;FRANCE;48.829998, 2.265068;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
70532A;OLLAINVILLE AP;Agence postale;4 RUE DE LA MAIRIE;MAISON DES INSTITUTIONS;;91340;91;OLLAINVILLE;FRANCE;48.591296, 2.216248;Géocodé au numéro;169261912;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
84191A;L HAY LES ROSES AP;Agence postale;1 RUE LEON BLUM;;;94240;94;L HAY LES ROSES;FRANCE;48.767895, 2.324111;Géocodé au numéro;149843366;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
87902A;HERMERAY RPC AP;Relais poste commerçant;2 RUE MAIRIE;COMMERCE MULTI SERVICES;;78125;78;HERMERAY;FRANCE;48.650595, 1.688635;Géocodé au numéro;134835665;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
97505A;PARIS DOMBASLE BP;Bureau de poste;23 RUE DOMBASLE;;;75015;75;PARIS;FRANCE;48.836161, 2.297817;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17453A;FONTENAY EN PARISIS BP;Bureau de poste;14 PLACE DE STALINGRAD;;;95190;95;FONTENAY EN PARISIS;FRANCE;49.053899, 2.45115;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17459A;GONESSE PRINCIPAL;Bureau de poste;PLACE JEAN JAURES;;;95500;95;GONESSE;FRANCE;48.985614, 2.439885;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
17465A;LOUVRES;Bureau de poste;2 RUE DU 8 MAI 1945;;;95380;95;LOUVRES;FRANCE;49.043029, 2.508346;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
17470A;MARLY LA VILLE BP;Bureau de poste;RUE GABRIEL PERI;;;95670;95;MARLY LA VILLE;FRANCE;49.078528, 2.499368;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non
17473A;MERY SUR OISE;Bureau de poste;94 AVENUE MARCEL PERRIN;;;95540;95;MERY SUR OISE;FRANCE;49.058095, 2.189356;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Oui;Oui
17475A;MOISSELLES BP;Bureau de poste;20 RUE DE PARIS;;;95570;95;MOISSELLES;FRANCE;49.048059, 2.336659;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17477A;MONTLIGNON BP;Bureau de poste;12 RUE DE PARIS;;;95680;95;MONTLIGNON;FRANCE;49.008957, 2.284791;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non
17484A;PERSAN;Bureau de poste;26 RUE PIERRE BROSSOLETTE;;;95340;95;PERSAN;FRANCE;49.149858, 2.273444;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17491A;SAINT BRICE SOUS FORET;Bureau de poste;14 RUE PASTEUR;;;95350;95;ST BRICE SOUS FORET;FRANCE;48.999594, 2.35899;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non
17501A;SURVILLIERS BP;Bureau de poste;6 RUE JEAN JAURES;;;95470;95;SURVILLIERS;FRANCE;49.096949, 2.545266;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non
17511A;VILLIERS ADAM AP;Agence postale;9 RUE BENJAMIN GODARD;;;95840;95;VILLIERS ADAM;FRANCE;49.064278, 2.233112;Géocodé au numéro;134692800;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17513A;OSNY ESPACE EPARGNE ET PREVOYANCE BP;Bureau de poste;CHEMIN DES HAYETTES;CENTRE COMMERCIAL LECLERC;;95520;95;OSNY;FRANCE;49.067494, 2.086788;Géocodé au milieu d un îlot;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17535A;ARGENTEUIL VAL NOTRE DAME;Bureau de poste;179 AVENUE JEAN JAURES;;;95100;95;ARGENTEUIL;FRANCE;48.940392, 2.223579;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
17538A;MONTMORENCY EUROPE BP;Bureau de poste;125 AVENUE CHARLES DE GAULLE;;;95160;95;MONTMORENCY;FRANCE;48.9748, 2.311855;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17539A;GONESSE FAUCONNIERE BP;Bureau de poste;8 PLACE MARC SANGNIER;CC LA FAUCONNIERE LOTS C22 C23 ET C24;;95500;95;GONESSE;FRANCE;49.001695, 2.422707;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui
14981A;MAUREPAS;Bureau de poste;7 ALLEE DU BOURBONNAIS;;;78310;78;MAUREPAS;FRANCE;48.762292, 1.943397;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
14989A;MONTIGNY LE BRETONNEUX;Bureau de poste;2 PLACE JACQUES COEUR;;;78180;78;MONTIGNY LE BRETONNEUX;FRANCE;48.769396, 2.040701;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14992A;NEAUPHLE LE VIEUX AP;Agence postale;;RUE AUX MOUTONS;;78640;78;NEAUPHLE LE VIEUX;FRANCE;48.814797, 1.863737;Géocodé au numéro;134890166;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14999A;LE PECQ BP;Bureau de poste;36 RUE DE PARIS;;;78230;78;LE PECQ;FRANCE;48.896497, 2.104147;Géocodé au numéro;3631;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
15000A;LE PERRAY EN YVELINES BP;Bureau de poste;7 RUE DE L EGLISE;;;78610;78;LE PERRAY EN YVELINES;FRANCE;48.694743, 1.855584;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Oui;Oui
15001A;PLAISIR;Bureau de poste;1 RUE DU DOCTEUR FLEMING;;;78370;78;PLAISIR;FRANCE;48.817691, 1.945277;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
15006A;RAMBOUILLET;Bureau de poste;1 PLACE ANDRE THOME;;;78120;78;RAMBOUILLET;FRANCE;48.647195, 1.824199;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
15009A;SAINT ARNOULT EN YVELINES;Bureau de poste;18 RUE DES REMPARTS;;;78730;78;ST ARNOULT EN YVELINES;FRANCE;48.572384, 1.938304;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
15011A;SAINT GERMAIN BEL AIR BP;Bureau de poste;41 BOULEVARD DE LA PAIX;;;78100;78;ST GERMAIN EN LAYE;FRANCE;48.895398, 2.072707;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
15014A;SAINT REMY LES CHEVREUSE BP;Bureau de poste;25 RUE DE LA REPUBLIQUE;;;78470;78;ST REMY LES CHEVREUSE;FRANCE;48.704093, 2.06985;Géocodé au numéro;3631;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
15030A;LE VESINET CENTRE;Bureau de poste;2 AVENUE DES PAGES;;;78110;78;LE VESINET;FRANCE;48.894092, 2.135507;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
15031A;VILLENNES SUR SEINE BP;Bureau de poste;369 AVENUE GEORGES CLEMENCEAU;;;78670;78;VILLENNES SUR SEINE;FRANCE;48.938097, 1.998715;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non
15032A;VILLEPREUX BP;Bureau de poste;2 AVENUE DU TOURNE ROUE;;;78450;78;VILLEPREUX;FRANCE;48.829294, 1.994509;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Non
15033A;VIROFLAY BP;Bureau de poste;2 RUE PIERRE BROSSOLETTE;;;78220;78;VIROFLAY;FRANCE;48.804194, 2.173709;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non
15045A;AUBERGENVILLE BP;Bureau de poste;CENTRE ADMINISTRATIF ELISABETHVI;;;78410;78;AUBERGENVILLE;FRANCE;48.972192, 1.84563;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui
15049A;VERSAILLES GLATIGNY BP;Bureau de poste;2 ROND POINT DE LA CHAPELLE;;;78000;78;VERSAILLES;FRANCE;48.821691, 2.142499;Géocodé au numéro;3631;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
15053A;VERSAILLES PETITS BOIS BP;Bureau de poste;RUE CLAUDE DEBUSSY;;;78000;78;VERSAILLES;FRANCE;48.809092, 2.155011;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
15057A;LES MUREAUX BP;Bureau de poste;CENTRE COMMERCIAL ESPACE;;;78130;78;LES MUREAUX;FRANCE;48.978594, 1.912153;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui
15073A;LE PECQ RELAIS DE MONTECRISTO AP;Relais poste commerçant;2 AV DU GENERAL LECLERC;;;78230;78;LE PECQ;FRANCE;48.8872, 2.10175;Géocodé au numéro;139584304;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
16908A;ANGERVILLE;Bureau de poste;8 RUE DE LA GARE;;;91670;91;ANGERVILLE;FRANCE;48.312248, 2.001687;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui
16912A;BALLANCOURT SUR ESSONNE;Bureau de poste;22 RUE DE L AUNETTE;;;91610;91;BALLANCOURT SUR ESSONNE;FRANCE;48.526958, 2.38016;Géocodé au numéro;3631;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Oui;Oui
16922A;BOISSY SOUS ST YON BP;Bureau de poste;32 RUE DE CHATRES;;;91790;91;BOISSY SOUS ST YON;FRANCE;48.560393, 2.209887;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
16939A;LE COUDRAY MONTCEAUX BP;Bureau de poste;1 PLACE DE LA MAIRIE;ZAC DU BOIS AUBERT;;91830;91;LE COUDRAY MONTCEAUX;FRANCE;48.565491, 2.485159;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
